Topic,Documents
Topic_10,2
Topic_11,15
Topic_12,2
Topic_14,3
Topic_15,2
Topic_17,6
Topic_18,2
Topic_19,3
Topic_2,2
Topic_20,1
Topic_21,2
Topic_22,2
Topic_23,2
Topic_24,4
Topic_25,4
Topic_26,7
Topic_27,2
Topic_28,1
Topic_29,1
Topic_3,4
Topic_30,3
Topic_31,7
Topic_32,3
Topic_33,2
Topic_34,1
Topic_35,3
Topic_36,7
Topic_37,4
Topic_38,3
Topic_39,2
Topic_4,6
Topic_40,3
Topic_41,15
Topic_42,3
Topic_44,2
Topic_45,4
Topic_46,2
Topic_47,5
Topic_48,1
Topic_49,1
Topic_5,6
Topic_50,4
Topic_51,3
Topic_52,3
Topic_55,8
Topic_56,4
Topic_57,1
Topic_58,2
Topic_59,3
Topic_6,4
Topic_60,4
Topic_61,2
Topic_62,2
Topic_63,5
Topic_64,7
Topic_65,2
Topic_66,1
Topic_67,5
Topic_68,7
Topic_69,8
Topic_7,6
Topic_8,3
Topic_9,6
