Topic,Documents
Topic_1,1
Topic_10,1
Topic_11,2
Topic_13,2
Topic_14,5
Topic_15,2
Topic_16,3
Topic_18,1
Topic_19,4
Topic_2,12
Topic_20,1
Topic_21,1
Topic_22,1
Topic_23,4
Topic_24,2
Topic_26,7
Topic_27,4
Topic_28,1
Topic_29,3
Topic_3,1
Topic_30,5
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,2
Topic_35,1
Topic_36,2
Topic_37,2
Topic_38,3
Topic_39,2
Topic_4,2
Topic_41,1
Topic_42,4
Topic_43,2
Topic_45,3
Topic_46,2
Topic_47,1
Topic_48,4
Topic_49,2
Topic_5,3
Topic_50,6
Topic_51,1
Topic_52,5
Topic_53,3
Topic_54,2
Topic_55,1
Topic_56,9
Topic_57,1
Topic_58,2
Topic_6,1
Topic_60,4
Topic_64,3
Topic_66,2
Topic_67,1
Topic_68,3
Topic_69,4
Topic_70,4
Topic_71,3
Topic_72,4
Topic_74,6
Topic_75,3
Topic_76,4
Topic_77,2
Topic_79,3
Topic_8,10
Topic_81,2
Topic_82,3
Topic_83,1
Topic_84,2
Topic_85,2
Topic_86,1
Topic_87,5
Topic_88,2
Topic_89,6
Topic_9,12
Topic_91,2
Topic_92,8
