DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25
8042410,108,0,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.9854532,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079,0.0006061079
8132718,108,0,0.00042555542,0.98978645,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542,0.00042555542
8673465,108,0,0.0004545681,0.0004545681,0.21991126,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.0004545681,0.7696334,0.0004545681,0.0004545681,0.0004545681
8707050,108,0,0.00068969704,0.00068969704,0.9834469,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704,0.00068969704
9175625,108,0,0.0004545948,0.33050305,0.10658384,0.0004545948,0.0004545948,0.0004545948,0.025929727,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.1879999,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.0004545948,0.3398914,0.0004545948,0.0004545948,0.0004545948
9245791,108,0,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.00090913795,0.97818065,0.00090913795,0.00090913795,0.00090913795
9346876,108,0,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.6071387,0.00047063595,0.3820365,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595,0.00047063595
9352931,108,0,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.57082254,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.417531,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564,0.0005063564
9591694,108,0,0.00043013092,0.00043013092,0.9896766,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092,0.00043013092
10100328,108,0,0.00056345825,0.040316533,0.24141985,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.4621699,0.00056345825,0.15953027,0.00056345825,0.062428076,0.00056345825,0.023429455,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825,0.00056345825
