Topic,Documents
Topic_10,2
Topic_11,2
Topic_12,1
Topic_13,3
Topic_14,8
Topic_15,3
Topic_16,2
Topic_17,4
Topic_18,3
Topic_19,3
Topic_2,16
Topic_20,3
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,8
Topic_26,4
Topic_27,5
Topic_28,3
Topic_29,3
Topic_30,5
Topic_31,1
Topic_32,8
Topic_33,4
Topic_34,4
Topic_35,1
Topic_36,4
Topic_38,6
Topic_39,5
Topic_4,1
Topic_40,2
Topic_41,1
Topic_42,6
Topic_43,3
Topic_44,3
Topic_45,3
Topic_46,4
Topic_47,2
Topic_48,4
Topic_49,2
Topic_5,5
Topic_50,8
Topic_52,3
Topic_53,1
Topic_54,4
Topic_55,2
Topic_58,4
Topic_59,3
Topic_6,2
Topic_60,3
Topic_62,2
Topic_63,2
Topic_64,4
Topic_65,1
Topic_66,3
Topic_67,1
Topic_68,3
Topic_69,3
Topic_7,1
Topic_70,5
Topic_71,3
Topic_8,11
Topic_9,16
