Topic,Documents
Topic_10,1
Topic_11,11
Topic_12,3
Topic_13,2
Topic_14,3
Topic_15,2
Topic_16,2
Topic_17,7
Topic_19,5
Topic_2,2
Topic_21,1
Topic_22,3
Topic_23,9
Topic_24,3
Topic_25,5
Topic_26,4
Topic_27,4
Topic_29,1
Topic_3,2
Topic_30,2
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,2
Topic_35,4
Topic_36,6
Topic_37,3
Topic_38,1
Topic_39,4
Topic_4,11
Topic_40,4
Topic_41,4
Topic_42,2
Topic_44,2
Topic_45,1
Topic_46,1
Topic_47,2
Topic_48,2
Topic_49,1
Topic_50,3
Topic_51,1
Topic_54,1
Topic_55,4
Topic_56,4
Topic_57,1
Topic_58,1
Topic_59,2
Topic_6,4
Topic_60,2
Topic_61,2
Topic_62,2
Topic_63,5
Topic_64,2
Topic_65,1
Topic_66,2
Topic_67,3
Topic_68,3
Topic_69,7
Topic_7,4
Topic_70,2
Topic_71,7
Topic_73,2
Topic_74,3
Topic_75,7
Topic_76,4
Topic_77,5
Topic_79,1
Topic_8,2
Topic_81,3
Topic_83,2
Topic_84,2
Topic_85,1
Topic_86,5
Topic_87,2
Topic_88,1
Topic_89,2
Topic_9,2
Topic_90,1
Topic_91,2
