Topic,Documents
Topic_1,4
Topic_10,3
Topic_11,2
Topic_12,10
Topic_13,2
Topic_14,10
Topic_15,2
Topic_16,2
Topic_17,3
Topic_18,7
Topic_19,6
Topic_2,20
Topic_20,2
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,5
Topic_26,8
Topic_27,11
Topic_28,4
Topic_29,3
Topic_3,2
Topic_30,15
Topic_31,2
Topic_32,6
Topic_33,3
Topic_34,3
Topic_36,5
Topic_37,5
Topic_38,8
Topic_39,4
Topic_4,2
Topic_40,1
Topic_41,3
Topic_42,6
Topic_43,4
Topic_44,1
Topic_45,4
Topic_46,5
Topic_47,2
Topic_48,4
Topic_49,2
Topic_5,2
Topic_50,14
Topic_6,6
Topic_7,2
Topic_8,11
Topic_9,6
