Topic,Documents
Topic_1,3
Topic_10,3
Topic_11,4
Topic_12,7
Topic_13,3
Topic_15,2
Topic_17,2
Topic_18,1
Topic_19,3
Topic_2,2
Topic_20,1
Topic_21,1
Topic_22,1
Topic_24,2
Topic_26,2
Topic_27,4
Topic_28,2
Topic_29,3
Topic_3,5
Topic_30,2
Topic_31,3
Topic_35,3
Topic_36,8
Topic_37,2
Topic_38,5
Topic_39,1
Topic_4,1
Topic_40,3
Topic_42,2
Topic_43,1
Topic_44,2
Topic_45,4
Topic_46,1
Topic_47,1
Topic_48,1
Topic_49,4
Topic_5,1
Topic_50,1
Topic_51,3
Topic_52,6
Topic_54,4
Topic_55,1
Topic_56,1
Topic_57,3
Topic_58,7
Topic_59,9
Topic_6,2
Topic_60,5
Topic_61,2
Topic_62,1
Topic_63,1
Topic_64,6
Topic_65,1
Topic_66,4
Topic_67,2
Topic_68,4
Topic_69,3
Topic_7,4
Topic_70,6
Topic_72,5
Topic_73,4
Topic_74,4
Topic_75,6
Topic_76,2
Topic_77,2
Topic_78,3
Topic_79,6
Topic_8,1
Topic_80,1
Topic_81,2
Topic_82,3
Topic_83,7
Topic_84,2
Topic_85,2
Topic_86,2
Topic_88,3
Topic_89,1
Topic_9,4
Topic_90,2
Topic_91,5
Topic_92,1
