DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82,Topic_83,Topic_84,Topic_85,Topic_86,Topic_87,Topic_88,Topic_89,Topic_90,Topic_91,Topic_92
8042410,108,0,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.98501074,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359
8132718,108,0,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.9894768,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701,0.00011563701
8673465,108,0,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.9887578,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898,0.00012351898
8707050,108,0,0.0001874156,0.0001874156,0.61919844,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.36393633,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156,0.0001874156
9175625,108,0,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.24899969,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.7398824,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221,0.0001235221
9245791,108,0,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.97752047,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788,0.00024703788
9346876,108,0,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.98836225,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817,0.0001278817
9352931,108,0,0.00013759319,0.00013759319,0.98747647,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319,0.00013759319
9591694,108,0,0.000116881056,0.000116881056,0.7480749,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.24140364,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056,0.000116881056
10100328,108,0,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.9860674,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974,0.0001530974
