Topic,Documents
Topic_1,7
Topic_10,5
Topic_11,3
Topic_12,5
Topic_13,6
Topic_14,1
Topic_15,2
Topic_17,3
Topic_18,1
Topic_19,3
Topic_2,1
Topic_20,2
Topic_22,3
Topic_23,2
Topic_24,3
Topic_26,4
Topic_27,3
Topic_29,5
Topic_3,7
Topic_30,3
Topic_31,5
Topic_32,1
Topic_33,2
Topic_34,2
Topic_35,4
Topic_36,10
Topic_37,3
Topic_38,8
Topic_39,2
Topic_4,1
Topic_40,8
Topic_42,5
Topic_43,3
Topic_44,2
Topic_45,3
Topic_46,2
Topic_47,1
Topic_48,5
Topic_49,7
Topic_5,4
Topic_50,4
Topic_51,4
Topic_52,5
Topic_53,1
Topic_54,1
Topic_55,1
Topic_56,2
Topic_57,6
Topic_58,3
Topic_59,10
Topic_6,1
Topic_60,3
Topic_61,5
Topic_62,1
Topic_63,2
Topic_64,2
Topic_65,1
Topic_66,4
Topic_67,3
Topic_68,8
Topic_69,1
Topic_7,1
Topic_70,11
Topic_72,5
Topic_8,4
Topic_9,4
