DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72
8042410,108,0,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.98506004,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407,0.0002104407
8132718,108,0,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.9895096,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006,0.00014776006
8673465,108,0,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.98879606,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097,0.00015783097
8707050,108,0,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.16305092,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.47362715,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.34679756,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784,0.0002394784
9175625,108,0,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.98879594,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215,0.00015783215
9245791,108,0,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.977587,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893,0.00031566893
9346876,108,0,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.4022912,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.00016341233,0.58627,0.00016341233,0.00016341233,0.00016341233,0.00016341233
9352931,108,0,0.00017581684,0.00017581684,0.7790615,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.20863149,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684,0.00017581684
9591694,108,0,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.4204946,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.28483802,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.28436294,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607,0.00014935607
10100328,108,0,0.9861139,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693,0.00019562693
10531012,108,0,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.98904425,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453,0.00015432453
10700148,108,0,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.20679371,0.00042090422,0.00042090422,0.09619667,0.00042090422,0.26803476,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.2839093,0.00042090422,0.00042090422,0.00042090422,0.00042090422,0.08172789,0.00042090422,0.035557523,0.00042090422,0.00042090422,0.00042090422,0.00042090422
10725388,108,0,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.9892819,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055,0.00015097055
10969025,108,0,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.9859156,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555,0.00019841555
