Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,2
Topic_12,3
Topic_13,3
Topic_14,12
Topic_15,1
Topic_16,5
Topic_17,3
Topic_18,5
Topic_19,3
Topic_2,8
Topic_20,6
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,3
Topic_26,9
Topic_27,6
Topic_28,5
Topic_29,6
Topic_3,2
Topic_30,10
Topic_31,3
Topic_32,10
Topic_33,4
Topic_34,3
Topic_36,6
Topic_37,2
Topic_38,7
Topic_39,4
Topic_4,1
Topic_40,1
Topic_41,2
Topic_42,4
Topic_43,4
Topic_44,3
Topic_45,6
Topic_46,4
Topic_47,1
Topic_48,6
Topic_49,3
Topic_5,6
Topic_50,11
Topic_51,1
Topic_52,5
Topic_53,3
Topic_54,3
Topic_55,2
Topic_56,3
Topic_57,2
Topic_6,3
Topic_7,1
Topic_8,8
Topic_9,13
