Topic,Documents
Topic_1,4
Topic_10,3
Topic_11,1
Topic_12,2
Topic_13,2
Topic_14,7
Topic_15,5
Topic_16,12
Topic_17,9
Topic_18,2
Topic_19,3
Topic_2,8
Topic_20,4
Topic_21,4
Topic_22,14
Topic_23,1
Topic_24,3
Topic_25,3
Topic_26,4
Topic_27,4
Topic_28,3
Topic_29,7
Topic_3,2
Topic_30,3
Topic_31,3
Topic_32,1
Topic_33,3
Topic_34,1
Topic_35,3
Topic_36,3
Topic_37,4
Topic_38,1
Topic_39,2
Topic_4,3
Topic_40,3
Topic_41,2
Topic_42,7
Topic_43,1
Topic_44,2
Topic_45,4
Topic_46,3
Topic_47,4
Topic_48,2
Topic_49,5
Topic_5,2
Topic_50,2
Topic_52,3
Topic_53,3
Topic_54,2
Topic_55,1
Topic_56,4
Topic_57,5
Topic_58,1
Topic_59,4
Topic_6,4
Topic_60,5
Topic_61,4
Topic_62,2
Topic_63,1
Topic_65,3
Topic_66,1
Topic_67,2
Topic_69,1
Topic_7,9
Topic_70,7
Topic_8,1
Topic_9,6
