Topic,Documents
Topic_1,4
Topic_10,4
Topic_11,5
Topic_12,6
Topic_13,5
Topic_14,2
Topic_15,2
Topic_17,6
Topic_18,4
Topic_19,4
Topic_2,3
Topic_20,3
Topic_21,1
Topic_22,6
Topic_23,6
Topic_24,5
Topic_25,3
Topic_26,4
Topic_27,4
Topic_29,8
Topic_3,9
Topic_31,6
Topic_32,5
Topic_33,2
Topic_34,1
Topic_35,8
Topic_36,6
Topic_38,10
Topic_39,1
Topic_4,3
Topic_40,7
Topic_41,2
Topic_43,3
Topic_44,6
Topic_45,10
Topic_46,4
Topic_47,1
Topic_48,1
Topic_49,15
Topic_5,2
Topic_50,1
Topic_51,13
Topic_52,5
Topic_53,3
Topic_54,7
Topic_55,2
Topic_56,2
Topic_6,5
Topic_7,7
Topic_8,2
Topic_9,6
