DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27
8042410,108,0,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.9854077,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081,0.0005612081
8132718,108,0,0.0003940292,0.9897542,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292,0.0003940292
8673465,108,0,0.00042091,0.00042091,0.69845253,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.019742614,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.00042091,0.106397964,0.00042091,0.00042091,0.00042091,0.16572577,0.00042091
8707050,108,0,0.00063861004,0.00063861004,0.9833962,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004,0.00063861004
9175625,108,0,0.00042090236,0.00042090236,0.35146907,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.6380081,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236,0.00042090236
9245791,108,0,0.000841802,0.000841802,0.08343588,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802,0.8955191,0.000841802,0.000841802,0.000841802,0.000841802,0.000841802
9346876,108,0,0.00043576164,0.00043576164,0.98866916,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164,0.00043576164
9352931,108,0,0.0004688487,0.0004688487,0.9878088,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487,0.0004688487
9591694,108,0,0.00039826968,0.00039826968,0.98964405,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968,0.00039826968
10100328,108,0,0.07494909,0.0005217073,0.6525852,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.22562346,0.0005217073,0.0005217073,0.0005217073,0.0348423,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073,0.0005217073
