Topic,Documents
Topic_1,2
Topic_10,1
Topic_11,9
Topic_12,1
Topic_14,1
Topic_15,3
Topic_17,3
Topic_18,2
Topic_19,4
Topic_2,2
Topic_20,2
Topic_21,3
Topic_22,2
Topic_23,1
Topic_24,3
Topic_25,3
Topic_26,8
Topic_27,2
Topic_28,5
Topic_29,1
Topic_3,3
Topic_30,4
Topic_31,5
Topic_32,1
Topic_34,2
Topic_35,6
Topic_36,5
Topic_37,4
Topic_38,3
Topic_39,1
Topic_4,4
Topic_40,2
Topic_41,7
Topic_42,9
Topic_43,1
Topic_44,1
Topic_45,1
Topic_46,1
Topic_47,2
Topic_48,5
Topic_49,2
Topic_5,3
Topic_50,4
Topic_51,3
Topic_52,4
Topic_53,1
Topic_54,1
Topic_55,6
Topic_56,4
Topic_57,2
Topic_58,6
Topic_59,2
Topic_6,2
Topic_60,3
Topic_61,2
Topic_62,1
Topic_63,6
Topic_64,8
Topic_66,1
Topic_67,2
Topic_68,3
Topic_69,1
Topic_7,11
Topic_70,4
Topic_71,7
Topic_72,1
Topic_73,4
Topic_74,5
Topic_75,4
Topic_76,2
Topic_77,5
Topic_8,2
Topic_9,3
