Topic,Documents
Topic_1,3
Topic_10,7
Topic_11,3
Topic_12,3
Topic_13,3
Topic_14,7
Topic_15,4
Topic_16,6
Topic_17,11
Topic_18,1
Topic_19,6
Topic_2,7
Topic_20,5
Topic_21,4
Topic_22,20
Topic_23,1
Topic_24,1
Topic_25,5
Topic_26,5
Topic_27,7
Topic_28,3
Topic_29,4
Topic_3,1
Topic_30,4
Topic_31,3
Topic_32,4
Topic_33,2
Topic_35,2
Topic_36,3
Topic_37,7
Topic_38,7
Topic_39,3
Topic_4,2
Topic_40,4
Topic_41,5
Topic_42,5
Topic_43,1
Topic_44,6
Topic_45,5
Topic_46,3
Topic_47,5
Topic_48,5
Topic_49,1
Topic_5,2
Topic_50,6
Topic_52,1
Topic_53,5
Topic_54,5
Topic_55,2
Topic_56,7
Topic_6,2
Topic_7,9
Topic_8,3
Topic_9,4
