DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56
8042410,108,0,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.98576427,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085,0.0002588085
8673465,108,0,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.00020292829,0.988839
9175625,108,0,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.9874067,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768,0.00022894768
9245791,108,0,0.00041530858,0.6956451,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.00041530858,0.28192893
9346876,108,0,0.9881644,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272,0.00021515272
9352931,108,0,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.9878733,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518,0.00022046518
10051610,108,0,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.9766146,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186,0.00042519186
10087618,108,0,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.35130486,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.0006157978,0.6154416
10320929,108,0,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.9791029,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598,0.00037995598
10700148,108,0,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.9727178,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865,0.00049604865
