DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79
8042410,108,0,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.9850408,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979,0.00019179979
8132718,108,0,0.00013466617,0.98949695,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617,0.00013466617
8673465,108,0,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.98878056,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782,0.00014384782
8707050,108,0,0.0002182526,0.0002182526,0.9829777,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526,0.0002182526
9175625,108,0,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.9887806,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714,0.00014384714
9245791,108,0,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.97756034,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108,0.00028770108
9346876,108,0,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.98838377,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268,0.0001489268
9352931,108,0,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.9875019,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562,0.00016023562
9591694,108,0,0.00013611773,0.00013611773,0.35599646,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.17473793,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.00013611773,0.45892152
10100328,108,0,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829075,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.9860934,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073,0.00017829073
