Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,1
Topic_12,2
Topic_13,1
Topic_14,5
Topic_15,2
Topic_16,4
Topic_17,2
Topic_18,5
Topic_19,2
Topic_2,9
Topic_20,4
Topic_22,4
Topic_23,1
Topic_24,7
Topic_26,10
Topic_27,3
Topic_28,2
Topic_29,3
Topic_3,1
Topic_30,4
Topic_31,2
Topic_32,2
Topic_33,6
Topic_34,1
Topic_35,1
Topic_36,3
Topic_37,3
Topic_38,5
Topic_39,3
Topic_4,2
Topic_40,3
Topic_41,2
Topic_42,2
Topic_43,1
Topic_44,2
Topic_45,8
Topic_46,4
Topic_47,6
Topic_48,3
Topic_49,6
Topic_5,4
Topic_50,8
Topic_51,1
Topic_52,3
Topic_53,4
Topic_54,4
Topic_56,7
Topic_58,2
Topic_59,5
Topic_6,6
Topic_60,1
Topic_61,1
Topic_62,2
Topic_63,1
Topic_64,2
Topic_66,5
Topic_68,1
Topic_69,2
Topic_7,1
Topic_70,2
Topic_71,3
Topic_72,5
Topic_8,5
Topic_9,22
