DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61
8042410,108,0,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.9861448,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923,0.00023089923
8132718,108,0,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.98906994,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842,0.00018215842
8673465,108,0,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.9889473,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245,0.00018420245
8707050,108,0,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.9827438,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552,0.00028761552
9346876,108,0,0.00019993099,0.00019993099,0.25801843,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.7301843,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099,0.00019993099
9352931,108,0,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.98785603,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547,0.00020239547
9591694,108,0,0.0001862925,0.0001862925,0.0001862925,0.9888211,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925,0.0001862925
10051610,108,0,0.00038127138,0.00038127138,0.16868728,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.5366529,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.2725464,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138,0.00038127138
10087618,108,0,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.00049678347,0.97019315,0.00049678347,0.00049678347,0.00049678347,0.00049678347
10100328,108,0,0.0002375993,0.0002375993,0.19108808,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.5447007,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.25043058,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993,0.0002375993
