Topic,Documents
Topic_1,1
Topic_11,10
Topic_12,2
Topic_15,2
Topic_17,2
Topic_18,3
Topic_19,3
Topic_2,3
Topic_20,2
Topic_22,6
Topic_23,2
Topic_24,3
Topic_25,3
Topic_26,5
Topic_27,5
Topic_28,4
Topic_29,2
Topic_3,4
Topic_30,1
Topic_31,4
Topic_32,4
Topic_34,1
Topic_35,4
Topic_36,3
Topic_37,1
Topic_38,2
Topic_39,1
Topic_4,4
Topic_40,3
Topic_41,8
Topic_42,2
Topic_45,3
Topic_47,1
Topic_48,1
Topic_49,2
Topic_5,5
Topic_50,5
Topic_51,2
Topic_52,5
Topic_54,1
Topic_55,1
Topic_56,5
Topic_57,2
Topic_58,3
Topic_59,3
Topic_6,2
Topic_61,3
Topic_62,1
Topic_63,6
Topic_64,5
Topic_65,3
Topic_66,3
Topic_67,3
Topic_68,6
Topic_69,12
Topic_7,4
Topic_70,1
Topic_71,3
Topic_72,1
Topic_73,1
Topic_74,4
Topic_75,3
Topic_76,3
Topic_77,5
Topic_78,1
Topic_79,4
Topic_81,1
Topic_85,2
Topic_86,2
Topic_87,3
Topic_9,5
Topic_91,1
Topic_92,2
Topic_93,3
Topic_94,2
Topic_95,2
Topic_96,4
