Topic,Documents
Topic_1,1
Topic_10,2
Topic_11,15
Topic_12,1
Topic_13,6
Topic_15,1
Topic_16,2
Topic_17,1
Topic_18,3
Topic_19,6
Topic_2,2
Topic_20,2
Topic_22,4
Topic_23,3
Topic_24,3
Topic_25,3
Topic_26,5
Topic_27,2
Topic_28,5
Topic_3,4
Topic_30,2
Topic_31,3
Topic_32,2
Topic_33,5
Topic_34,2
Topic_35,3
Topic_36,3
Topic_37,2
Topic_39,1
Topic_4,3
Topic_40,5
Topic_41,2
Topic_42,1
Topic_44,3
Topic_45,1
Topic_46,3
Topic_47,2
Topic_48,1
Topic_49,5
Topic_5,2
Topic_50,2
Topic_51,8
Topic_52,2
Topic_53,2
Topic_55,4
Topic_56,3
Topic_57,1
Topic_58,2
Topic_59,3
Topic_6,2
Topic_60,6
Topic_61,1
Topic_62,2
Topic_63,8
Topic_64,5
Topic_65,3
Topic_66,2
Topic_67,1
Topic_68,2
Topic_69,3
Topic_7,3
Topic_71,6
Topic_72,2
Topic_73,4
Topic_74,6
Topic_75,3
Topic_76,3
Topic_77,6
Topic_79,2
Topic_8,1
Topic_80,1
Topic_82,1
Topic_83,1
Topic_84,1
Topic_86,2
Topic_87,3
Topic_88,1
Topic_89,2
Topic_9,2
Topic_90,2
Topic_92,1
Topic_93,3
