Topic,Documents
Topic_1,2
Topic_10,4
Topic_11,5
Topic_12,1
Topic_14,5
Topic_15,2
Topic_16,3
Topic_17,8
Topic_18,3
Topic_2,7
Topic_20,6
Topic_21,1
Topic_22,9
Topic_23,2
Topic_25,2
Topic_26,4
Topic_27,2
Topic_28,1
Topic_29,3
Topic_30,6
Topic_31,1
Topic_32,2
Topic_33,4
Topic_34,2
Topic_35,1
Topic_36,2
Topic_37,2
Topic_39,1
Topic_4,1
Topic_41,3
Topic_42,4
Topic_43,1
Topic_44,4
Topic_45,1
Topic_46,1
Topic_47,5
Topic_48,3
Topic_49,5
Topic_5,2
Topic_50,4
Topic_51,1
Topic_52,1
Topic_53,2
Topic_54,1
Topic_56,3
Topic_57,4
Topic_58,1
Topic_59,3
Topic_6,4
Topic_60,5
Topic_61,3
Topic_62,2
Topic_63,1
Topic_64,1
Topic_65,2
Topic_66,5
Topic_67,2
Topic_7,7
Topic_70,2
Topic_72,5
Topic_75,1
Topic_76,2
Topic_77,2
Topic_78,3
Topic_79,3
Topic_8,1
Topic_80,2
Topic_81,2
Topic_82,3
Topic_83,3
Topic_84,1
Topic_85,1
Topic_86,8
Topic_87,1
Topic_88,7
Topic_89,1
Topic_9,5
Topic_90,2
Topic_91,2
Topic_93,1
Topic_94,1
Topic_95,1
Topic_96,3
Topic_98,1
Topic_99,3
