Topic,Documents
Topic_10,5
Topic_12,1
Topic_14,11
Topic_15,1
Topic_16,3
Topic_17,2
Topic_18,4
Topic_19,1
Topic_2,13
Topic_20,1
Topic_21,2
Topic_22,2
Topic_23,3
Topic_24,7
Topic_26,4
Topic_27,6
Topic_28,1
Topic_29,4
Topic_30,5
Topic_31,1
Topic_32,6
Topic_33,9
Topic_34,6
Topic_36,1
Topic_37,1
Topic_38,4
Topic_39,2
Topic_40,1
Topic_41,2
Topic_42,3
Topic_43,1
Topic_44,1
Topic_45,2
Topic_46,6
Topic_47,1
Topic_48,2
Topic_49,2
Topic_5,2
Topic_50,3
Topic_51,2
Topic_52,3
Topic_53,9
Topic_54,3
Topic_55,3
Topic_56,4
Topic_57,1
Topic_58,3
Topic_59,5
Topic_6,2
Topic_60,2
Topic_61,1
Topic_62,2
Topic_63,2
Topic_64,4
Topic_65,3
Topic_66,3
Topic_67,2
Topic_68,3
Topic_69,5
Topic_70,7
Topic_71,3
Topic_72,5
Topic_74,7
Topic_8,9
Topic_9,15
