DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69
8042410,108,0,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.985715,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822,0.00021004822
8673465,108,0,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.98879886,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359,0.00016469359
9175625,108,0,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.98736334,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086,0.00018581086
9245791,108,0,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.50189525,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.47552124,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086,0.00033708086
9346876,108,0,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.98812497,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824,0.00017461824
9352931,108,0,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.00017892655,0.98783296,0.00017892655
10051610,108,0,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.9765351,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862,0.00034507862
10087618,108,0,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.4765177,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.489997,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818,0.0004997818
10320929,108,0,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.9790311,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824,0.00030836824
10700148,108,0,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.9726249,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525,0.00040258525
