Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,3
Topic_12,3
Topic_13,5
Topic_14,5
Topic_15,5
Topic_16,5
Topic_17,6
Topic_18,3
Topic_19,5
Topic_2,8
Topic_20,4
Topic_21,3
Topic_22,10
Topic_23,1
Topic_24,1
Topic_25,4
Topic_26,4
Topic_27,4
Topic_29,2
Topic_3,1
Topic_30,5
Topic_31,3
Topic_32,3
Topic_33,2
Topic_34,3
Topic_35,2
Topic_36,3
Topic_37,7
Topic_38,2
Topic_39,2
Topic_40,2
Topic_41,6
Topic_42,4
Topic_44,2
Topic_45,11
Topic_46,2
Topic_47,6
Topic_48,4
Topic_49,1
Topic_5,2
Topic_50,2
Topic_51,3
Topic_52,3
Topic_53,6
Topic_54,4
Topic_55,2
Topic_56,2
Topic_57,2
Topic_59,3
Topic_6,2
Topic_60,5
Topic_61,2
Topic_63,4
Topic_64,2
Topic_65,6
Topic_66,3
Topic_67,5
Topic_68,2
Topic_69,1
Topic_7,13
Topic_8,2
Topic_9,4
