Topic,Documents
Topic_10,3
Topic_11,9
Topic_12,2
Topic_14,2
Topic_15,2
Topic_16,1
Topic_17,2
Topic_18,2
Topic_19,2
Topic_20,2
Topic_21,3
Topic_22,3
Topic_23,1
Topic_24,3
Topic_25,7
Topic_26,6
Topic_27,4
Topic_28,5
Topic_29,1
Topic_3,1
Topic_30,3
Topic_31,4
Topic_32,2
Topic_35,5
Topic_36,3
Topic_37,3
Topic_38,2
Topic_39,2
Topic_4,7
Topic_40,3
Topic_41,5
Topic_42,3
Topic_45,1
Topic_47,3
Topic_48,2
Topic_49,3
Topic_5,2
Topic_50,5
Topic_51,2
Topic_52,5
Topic_53,1
Topic_54,3
Topic_55,6
Topic_56,5
Topic_57,1
Topic_58,7
Topic_6,4
Topic_60,4
Topic_61,3
Topic_63,3
Topic_64,6
Topic_65,1
Topic_66,1
Topic_67,1
Topic_68,3
Topic_69,4
Topic_7,13
Topic_71,4
Topic_72,1
Topic_73,1
Topic_74,8
Topic_75,6
Topic_76,2
Topic_77,6
Topic_79,3
Topic_8,3
Topic_81,3
Topic_82,2
Topic_83,2
Topic_9,7
