Topic,Documents
Topic_10,1
Topic_11,18
Topic_12,2
Topic_13,2
Topic_14,1
Topic_15,1
Topic_16,4
Topic_17,7
Topic_18,3
Topic_19,5
Topic_2,1
Topic_21,5
Topic_23,2
Topic_24,4
Topic_25,2
Topic_26,9
Topic_27,3
Topic_28,4
Topic_29,4
Topic_3,3
Topic_30,1
Topic_31,8
Topic_32,2
Topic_33,2
Topic_34,4
Topic_35,5
Topic_36,6
Topic_37,7
Topic_38,3
Topic_39,1
Topic_4,3
Topic_40,6
Topic_41,4
Topic_42,6
Topic_44,1
Topic_45,2
Topic_46,3
Topic_47,2
Topic_48,2
Topic_49,2
Topic_5,2
Topic_50,5
Topic_51,2
Topic_52,3
Topic_53,1
Topic_54,2
Topic_55,8
Topic_56,6
Topic_58,4
Topic_59,2
Topic_6,2
Topic_60,5
Topic_61,3
Topic_62,1
Topic_63,5
Topic_64,4
Topic_65,3
Topic_66,2
Topic_67,5
Topic_68,2
Topic_69,5
Topic_7,7
Topic_70,2
Topic_71,5
Topic_72,1
Topic_8,2
