Topic,Documents
Topic_1,4
Topic_10,6
Topic_11,2
Topic_12,4
Topic_13,8
Topic_15,1
Topic_16,2
Topic_17,3
Topic_18,3
Topic_19,1
Topic_2,4
Topic_20,2
Topic_22,3
Topic_23,5
Topic_25,2
Topic_26,1
Topic_27,2
Topic_29,10
Topic_30,2
Topic_31,3
Topic_32,1
Topic_33,1
Topic_34,3
Topic_35,6
Topic_37,3
Topic_38,4
Topic_39,4
Topic_4,2
Topic_41,2
Topic_42,1
Topic_43,2
Topic_44,3
Topic_46,1
Topic_47,1
Topic_48,2
Topic_49,2
Topic_5,3
Topic_50,2
Topic_51,2
Topic_52,5
Topic_54,3
Topic_55,2
Topic_57,3
Topic_58,1
Topic_59,2
Topic_6,2
Topic_60,3
Topic_61,5
Topic_62,4
Topic_63,6
Topic_64,2
Topic_65,1
Topic_66,2
Topic_67,8
Topic_68,2
Topic_69,2
Topic_7,1
Topic_70,1
Topic_72,2
Topic_73,3
Topic_74,1
Topic_76,7
Topic_78,3
Topic_79,4
Topic_8,1
Topic_80,2
Topic_81,2
Topic_82,2
Topic_83,3
Topic_84,5
Topic_85,4
Topic_86,2
Topic_87,2
Topic_88,2
Topic_89,1
Topic_9,1
Topic_90,3
Topic_91,1
Topic_93,9
Topic_94,3
Topic_95,1
Topic_96,4
Topic_97,2
Topic_98,2
