Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,2
Topic_12,1
Topic_13,2
Topic_14,9
Topic_15,2
Topic_16,2
Topic_17,6
Topic_18,3
Topic_19,2
Topic_2,6
Topic_20,2
Topic_21,1
Topic_22,10
Topic_23,2
Topic_25,2
Topic_26,6
Topic_27,3
Topic_28,3
Topic_29,4
Topic_3,2
Topic_30,6
Topic_31,2
Topic_32,3
Topic_33,1
Topic_35,3
Topic_36,4
Topic_37,5
Topic_38,2
Topic_39,2
Topic_4,5
Topic_40,3
Topic_41,4
Topic_42,2
Topic_43,2
Topic_44,1
Topic_45,4
Topic_46,3
Topic_47,6
Topic_49,3
Topic_5,4
Topic_50,4
Topic_51,6
Topic_52,2
Topic_53,2
Topic_54,4
Topic_55,3
Topic_56,4
Topic_57,1
Topic_58,5
Topic_59,4
Topic_6,1
Topic_60,4
Topic_62,2
Topic_63,1
Topic_64,1
Topic_65,1
Topic_66,2
Topic_67,7
Topic_68,2
Topic_69,3
Topic_7,6
Topic_70,4
Topic_71,1
Topic_72,2
Topic_73,1
Topic_75,3
Topic_76,1
Topic_77,5
Topic_78,4
Topic_79,3
Topic_8,1
Topic_80,1
Topic_81,2
Topic_82,3
Topic_9,4
