DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60,Topic_61,Topic_62,Topic_63,Topic_64,Topic_65,Topic_66,Topic_67,Topic_68,Topic_69,Topic_70,Topic_71,Topic_72,Topic_73,Topic_74,Topic_75,Topic_76,Topic_77,Topic_78,Topic_79,Topic_80,Topic_81,Topic_82
8042410,108,0,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.98568475,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855,0.00017674855
8673465,108,0,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.9887756,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404,0.00013858404
9175625,108,0,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.525046,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.4624465,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273,0.00015635273
9245791,108,0,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.97702754,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098,0.0002836098
9346876,108,0,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.9880988,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443,0.00014693443
9352931,108,0,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.98780555,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097,0.00015056097
10051610,108,0,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.9764796,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732,0.0002903732
10087618,108,0,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.34617817,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.62017834,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798,0.00042053798
10320929,108,0,0.0002594804,0.0002594804,0.0002594804,0.97898126,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804,0.0002594804
10700148,108,0,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.30997095,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.14955346,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.06697268,0.00033878142,0.00033878142,0.22119366,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.22622211,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142,0.00033878142
