Topic,Documents
Topic_10,2
Topic_11,1
Topic_12,3
Topic_13,3
Topic_14,8
Topic_15,2
Topic_16,2
Topic_17,2
Topic_18,3
Topic_19,5
Topic_2,16
Topic_20,1
Topic_21,2
Topic_23,3
Topic_24,3
Topic_25,1
Topic_26,6
Topic_27,6
Topic_28,1
Topic_29,2
Topic_3,1
Topic_30,6
Topic_31,1
Topic_32,3
Topic_33,3
Topic_34,2
Topic_36,2
Topic_37,3
Topic_38,4
Topic_39,8
Topic_40,1
Topic_42,2
Topic_43,2
Topic_45,2
Topic_46,2
Topic_47,2
Topic_48,2
Topic_49,3
Topic_50,4
Topic_51,1
Topic_52,6
Topic_53,4
Topic_54,3
Topic_55,1
Topic_56,2
Topic_57,5
Topic_58,3
Topic_59,2
Topic_6,7
Topic_60,1
Topic_61,1
Topic_62,4
Topic_63,2
Topic_64,3
Topic_65,1
Topic_66,3
Topic_68,2
Topic_69,2
Topic_7,1
Topic_70,4
Topic_71,2
Topic_72,3
Topic_74,4
Topic_75,4
Topic_76,2
Topic_77,1
Topic_78,4
Topic_79,3
Topic_8,8
Topic_80,1
Topic_81,3
Topic_82,2
Topic_84,3
Topic_85,3
Topic_86,2
Topic_87,3
Topic_88,1
Topic_89,3
Topic_9,5
