Topic,Documents
Topic_1,2
Topic_10,6
Topic_11,6
Topic_12,4
Topic_13,3
Topic_14,5
Topic_15,5
Topic_16,2
Topic_17,9
Topic_18,1
Topic_19,1
Topic_2,4
Topic_20,3
Topic_21,2
Topic_22,5
Topic_23,1
Topic_24,3
Topic_25,5
Topic_26,2
Topic_27,1
Topic_28,2
Topic_29,4
Topic_3,1
Topic_30,6
Topic_31,3
Topic_33,1
Topic_34,3
Topic_36,1
Topic_37,6
Topic_38,3
Topic_39,2
Topic_4,3
Topic_41,2
Topic_42,7
Topic_43,1
Topic_44,2
Topic_45,3
Topic_47,3
Topic_48,4
Topic_49,1
Topic_5,2
Topic_50,1
Topic_52,2
Topic_53,2
Topic_55,1
Topic_56,4
Topic_57,2
Topic_59,3
Topic_6,1
Topic_60,1
Topic_61,2
Topic_62,1
Topic_63,3
Topic_65,4
Topic_66,4
Topic_67,3
Topic_68,1
Topic_7,5
Topic_70,4
Topic_71,1
Topic_74,1
Topic_75,4
Topic_76,2
Topic_77,3
Topic_78,2
Topic_79,4
Topic_80,3
Topic_81,1
Topic_82,2
Topic_83,6
Topic_84,3
Topic_85,1
Topic_86,13
Topic_87,2
Topic_88,8
Topic_89,3
Topic_9,3
Topic_90,4
