DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56
8042410,108,0,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.9861654,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176,0.0002515176
8132718,108,0,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.9890861,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196,0.00019842196
8673465,108,0,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.9889636,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487,0.0002006487
8707050,108,0,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.337783,0.000313312,0.000313312,0.61369115,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.031920534,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312,0.000313312
9346876,108,0,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.9880214,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008,0.00021778008
9352931,108,0,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.00022046625,0.9878742,0.00022046625,0.00022046625,0.00022046625,0.00022046625
9591694,108,0,0.00020292593,0.00020292593,0.00020292593,0.9888371,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593,0.00020292593
10051610,108,0,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.73851967,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.23905388,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137,0.00041531137
10087618,108,0,0.041139074,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.18584134,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.7443384,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936,0.00054115936
10100328,108,0,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.7302722,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.2557517,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172,0.00025881172
