Topic,Documents
Topic_1,5
Topic_10,3
Topic_11,2
Topic_13,3
Topic_14,4
Topic_15,2
Topic_16,2
Topic_17,9
Topic_18,1
Topic_19,1
Topic_2,5
Topic_20,5
Topic_21,2
Topic_22,5
Topic_23,1
Topic_24,4
Topic_25,1
Topic_26,3
Topic_27,3
Topic_28,4
Topic_29,2
Topic_30,5
Topic_31,3
Topic_32,2
Topic_33,4
Topic_34,5
Topic_35,1
Topic_36,3
Topic_37,5
Topic_38,2
Topic_39,2
Topic_4,2
Topic_40,3
Topic_42,7
Topic_43,2
Topic_44,3
Topic_45,5
Topic_46,1
Topic_47,5
Topic_48,1
Topic_49,1
Topic_50,2
Topic_51,1
Topic_52,3
Topic_53,2
Topic_54,3
Topic_55,2
Topic_56,3
Topic_57,2
Topic_59,6
Topic_6,2
Topic_60,1
Topic_61,5
Topic_62,1
Topic_63,4
Topic_64,1
Topic_65,2
Topic_66,2
Topic_67,2
Topic_68,2
Topic_7,8
Topic_70,1
Topic_71,3
Topic_72,1
Topic_73,1
Topic_74,5
Topic_75,2
Topic_77,3
Topic_78,5
Topic_79,3
Topic_80,2
Topic_81,2
Topic_82,2
Topic_83,3
Topic_84,2
Topic_85,1
Topic_86,7
Topic_87,2
Topic_88,2
Topic_89,1
Topic_9,4
Topic_90,2
Topic_91,1
Topic_92,1
Topic_93,1
