Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,22
Topic_12,4
Topic_13,1
Topic_15,1
Topic_17,6
Topic_18,2
Topic_19,3
Topic_2,2
Topic_20,2
Topic_22,4
Topic_23,5
Topic_24,5
Topic_25,2
Topic_26,8
Topic_27,3
Topic_28,4
Topic_29,5
Topic_3,5
Topic_30,5
Topic_31,8
Topic_32,4
Topic_33,2
Topic_34,4
Topic_35,5
Topic_36,7
Topic_37,7
Topic_38,1
Topic_39,5
Topic_4,6
Topic_40,2
Topic_41,12
Topic_42,7
Topic_45,1
Topic_46,3
Topic_47,4
Topic_49,2
Topic_5,2
Topic_50,7
Topic_51,1
Topic_52,2
Topic_53,1
Topic_54,1
Topic_55,6
Topic_56,8
Topic_57,1
Topic_58,6
Topic_59,2
Topic_6,3
Topic_60,2
Topic_61,2
Topic_62,3
Topic_7,12
Topic_8,4
Topic_9,4
