TopicID,Topic,Rank,WordID,Word,Probability
0,Topic_1,1,554,disease,0.03249649
0,Topic_1,2,850,shh,0.032044105
0,Topic_1,3,605,prion,0.029201418
0,Topic_1,4,18,expression,0.023129907
0,Topic_1,5,612,cjd,0.021911006
0,Topic_1,6,602,mutation,0.012777052
0,Topic_1,7,132,within,0.010976142
0,Topic_1,8,265,factor,0.010976089
0,Topic_1,9,41,sequence,0.01097547
0,Topic_1,10,125,reporter,0.01097547
0,Topic_1,11,631,cns,0.01097547
0,Topic_1,12,404,identified,0.010975468
0,Topic_1,13,280,human,0.010975468
0,Topic_1,14,848,midline,0.010975468
0,Topic_1,15,601,mouse,0.010975468
0,Topic_1,16,636,prnp,0.010975452
0,Topic_1,17,418,including,0.010975452
0,Topic_1,18,55,also,0.01031682
0,Topic_1,19,380,type,0.0098465895
0,Topic_1,20,13,development,0.009560317
1,Topic_2,1,18,expression,0.059790026
1,Topic_2,2,745,growth,0.041868776
1,Topic_2,3,850,shh,0.029929236
1,Topic_2,4,52,tumor,0.023952734
1,Topic_2,5,602,mutation,0.017984936
1,Topic_2,6,321,effect,0.017984385
1,Topic_2,7,13,development,0.017983729
1,Topic_2,8,280,human,0.017981594
1,Topic_2,9,259,decreased,0.017980823
1,Topic_2,10,716,colon,0.017980468
1,Topic_2,11,593,p,0.017980222
1,Topic_2,12,513,cancer,0.017980086
1,Topic_2,13,140,distinct,0.012011965
1,Topic_2,14,461,stage,0.012010971
1,Topic_2,15,78,mutant,0.012010971
1,Topic_2,16,624,affect,0.012010971
1,Topic_2,17,234,show,0.012010971
1,Topic_2,18,848,midline,0.012010969
1,Topic_2,19,333,role,0.012010193
1,Topic_2,20,17,expressed,0.012010126
2,Topic_3,1,847,mesenchyme,0.001166861
2,Topic_3,2,846,bud,0.001166861
2,Topic_3,3,845,sonic,0.001166861
2,Topic_3,4,844,patterning,0.001166861
2,Topic_3,5,843,limb,0.001166861
2,Topic_3,6,842,hedgehog,0.001166861
2,Topic_3,7,841,embryonic,0.001166861
2,Topic_3,8,840,damage,0.001166861
2,Topic_3,9,839,irradiation,0.001166861
2,Topic_3,10,838,apoptotic,0.001166861
2,Topic_3,11,837,kda,0.001166861
2,Topic_3,12,836,ovarian,0.001166861
2,Topic_3,13,835,nucleoside,0.001166861
2,Topic_3,14,834,inversely,0.001166861
2,Topic_3,15,833,diphosphate,0.001166861
2,Topic_3,16,832,cholesterol,0.001166861
2,Topic_3,17,15,distribution,0.001166861
2,Topic_3,18,14,differentiation,0.001166861
2,Topic_3,19,13,development,0.001166861
2,Topic_3,20,12,cycle,0.001166861
3,Topic_4,1,426,treatment,0.042200908
3,Topic_4,2,52,tumor,0.04220086
3,Topic_4,3,126,response,0.028159574
3,Topic_4,4,753,apoptosis,0.028159538
3,Topic_4,5,78,mutant,0.021143496
3,Topic_4,6,280,human,0.021142228
3,Topic_4,7,229,line,0.021139726
3,Topic_4,8,780,breast,0.021138955
3,Topic_4,9,838,apoptotic,0.021138936
3,Topic_4,10,271,agent,0.021138936
3,Topic_4,11,117,level,0.021138934
3,Topic_4,12,478,dna,0.02113893
3,Topic_4,13,513,cancer,0.021138918
3,Topic_4,14,35,observed,0.01412076
3,Topic_4,15,73,however,0.014120383
3,Topic_4,16,88,result,0.014119302
3,Topic_4,17,91,strategy,0.0141183045
3,Topic_4,18,840,damage,0.014118294
3,Topic_4,19,634,endogenous,0.01411829
3,Topic_4,20,269,transfer,0.014118286
4,Topic_5,1,52,tumor,0.0297895
4,Topic_5,2,28,method,0.029787391
4,Topic_5,3,719,carcinoma,0.0293245
4,Topic_5,4,18,expression,0.028829983
4,Topic_5,5,495,reduced,0.027548917
4,Topic_5,6,741,metastasis,0.017673042
4,Topic_5,7,808,node,0.016262425
4,Topic_5,8,806,lymph,0.016262425
4,Topic_5,9,88,result,0.01360567
4,Topic_5,10,125,reporter,0.013556192
4,Topic_5,11,552,allelic,0.013553519
4,Topic_5,12,633,deletion,0.013553518
4,Topic_5,13,557,potential,0.012223084
4,Topic_5,14,280,human,0.011306944
4,Topic_5,15,338,correlation,0.011023965
4,Topic_5,16,642,case,0.010851476
4,Topic_5,17,20,found,0.010851476
4,Topic_5,18,53,using,0.010851446
4,Topic_5,19,33,number,0.010850626
4,Topic_5,20,70,fluorescent,0.010850201
5,Topic_6,1,847,mesenchyme,0.001166861
5,Topic_6,2,846,bud,0.001166861
5,Topic_6,3,845,sonic,0.001166861
5,Topic_6,4,844,patterning,0.001166861
5,Topic_6,5,843,limb,0.001166861
5,Topic_6,6,842,hedgehog,0.001166861
5,Topic_6,7,841,embryonic,0.001166861
5,Topic_6,8,840,damage,0.001166861
5,Topic_6,9,839,irradiation,0.001166861
