DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58
8042410,108,0,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.985109,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627,0.00026123627
8132718,108,0,0.0001834231,0.9895443,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231,0.0001834231
8673465,108,0,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.98883164,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286,0.0001959286
8707050,108,0,0.0002972868,0.3281961,0.4339612,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.22149098,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868,0.0002972868
9175625,108,0,0.4572087,0.17157194,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.112822786,0.00019593781,0.24781537,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781,0.00019593781
9245791,108,0,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.97766316,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944,0.00039185944
9346876,108,0,0.00020285406,0.00020285406,0.5396846,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.17606837,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.27308947,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406,0.00020285406
9352931,108,0,0.00021825382,0.00021825382,0.9875588,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382,0.00021825382
9591694,108,0,0.00018540204,0.00018540204,0.46703795,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.52257895,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204,0.00018540204
10100328,108,0,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.9861574,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839,0.00024284839
