Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,3
Topic_12,10
Topic_13,3
Topic_14,1
Topic_15,2
Topic_16,5
Topic_17,4
Topic_18,3
Topic_19,6
Topic_2,4
Topic_20,1
Topic_21,2
Topic_22,3
Topic_23,3
Topic_24,1
Topic_25,1
Topic_26,7
Topic_27,5
Topic_29,5
Topic_3,6
Topic_31,3
Topic_32,4
Topic_33,4
Topic_35,8
Topic_36,8
Topic_37,1
Topic_38,13
Topic_39,3
Topic_4,10
Topic_40,6
Topic_42,1
Topic_43,4
Topic_44,3
Topic_45,7
Topic_46,5
Topic_47,1
Topic_48,2
Topic_49,9
Topic_5,1
Topic_50,4
Topic_51,9
Topic_52,5
Topic_53,4
Topic_54,2
Topic_55,3
Topic_56,3
Topic_57,5
Topic_58,12
Topic_6,2
Topic_7,4
Topic_8,5
Topic_9,4
