Topic,Documents
Topic_1,3
Topic_10,2
Topic_11,3
Topic_12,4
Topic_13,3
Topic_14,7
Topic_15,4
Topic_16,2
Topic_17,10
Topic_18,3
Topic_19,5
Topic_2,7
Topic_20,4
Topic_21,2
Topic_22,17
Topic_24,1
Topic_25,4
Topic_26,3
Topic_27,2
Topic_28,2
Topic_29,3
Topic_3,4
Topic_30,4
Topic_31,5
Topic_32,1
Topic_33,1
Topic_34,3
Topic_35,1
Topic_36,4
Topic_37,6
Topic_38,1
Topic_39,1
Topic_4,3
Topic_40,9
Topic_41,8
Topic_42,3
Topic_43,1
Topic_44,8
Topic_45,13
Topic_47,5
Topic_48,1
Topic_49,3
Topic_5,2
Topic_50,7
Topic_51,3
Topic_52,2
Topic_53,3
Topic_54,4
Topic_55,1
Topic_56,8
Topic_57,1
Topic_58,3
Topic_59,6
Topic_6,2
Topic_60,7
Topic_61,4
Topic_7,6
Topic_8,2
Topic_9,3
