Topic,Documents
Topic_1,2
Topic_10,3
Topic_11,1
Topic_12,3
Topic_13,2
Topic_14,7
Topic_16,2
Topic_17,5
Topic_18,6
Topic_19,3
Topic_2,17
Topic_20,6
Topic_21,10
Topic_22,1
Topic_23,4
Topic_24,8
Topic_25,1
Topic_26,6
Topic_27,6
Topic_28,2
Topic_29,2
Topic_3,1
Topic_30,10
Topic_31,3
Topic_32,8
Topic_33,5
Topic_34,3
Topic_35,1
Topic_36,9
Topic_37,2
Topic_38,6
Topic_39,4
Topic_4,4
Topic_40,1
Topic_42,3
Topic_43,2
Topic_44,1
Topic_45,6
Topic_46,5
Topic_47,3
Topic_48,4
Topic_49,1
Topic_5,3
Topic_50,9
Topic_51,2
Topic_52,4
Topic_53,2
Topic_54,5
Topic_55,3
Topic_6,4
Topic_7,1
Topic_8,16
Topic_9,12
