DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47,Topic_48,Topic_49,Topic_50,Topic_51,Topic_52,Topic_53,Topic_54,Topic_55,Topic_56,Topic_57,Topic_58,Topic_59,Topic_60
8042410,108,0,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.83123666,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.042857077,0.00023475519,0.00023475519,0.112524115,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519,0.00023475519
8132718,108,0,0.00017731002,0.98953646,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002,0.00017731002
8707050,108,0,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.0002873657,0.9830454,0.0002873657,0.0002873657,0.0002873657
9175625,108,0,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.989073,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817,0.00018518817
9245791,108,0,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.30402067,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.6749633,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472,0.0003623472
9346876,108,0,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.98770607,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386,0.0002083386
9352931,108,0,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.00020325587,0.9880078,0.00020325587,0.00020325587,0.00020325587,0.00020325587
9591694,108,0,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.9882921,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695,0.00019841695
10051610,108,0,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.8109696,0.0003876195,0.16654867,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195,0.0003876195
10087618,108,0,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.62550604,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.34428436,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603,0.0005208603
