Topic,Documents
Topic_1,6
Topic_10,10
Topic_11,14
Topic_12,10
Topic_13,3
Topic_14,3
Topic_15,1
Topic_16,6
Topic_17,6
Topic_18,5
Topic_19,4
Topic_2,3
Topic_20,2
Topic_22,10
Topic_23,8
Topic_24,1
Topic_25,5
Topic_26,4
Topic_27,3
Topic_28,2
Topic_29,9
Topic_3,3
Topic_30,4
Topic_31,3
Topic_32,7
Topic_33,2
Topic_34,2
Topic_35,5
Topic_37,1
Topic_38,6
Topic_39,3
Topic_4,5
Topic_40,3
Topic_41,3
Topic_42,10
Topic_43,2
Topic_44,7
Topic_45,3
Topic_47,1
Topic_48,5
Topic_49,3
Topic_5,8
Topic_50,7
Topic_51,2
Topic_52,6
Topic_53,5
Topic_54,4
Topic_55,8
Topic_56,3
Topic_6,2
Topic_7,2
