Topic,Documents
Topic_1,3
Topic_10,3
Topic_14,5
Topic_15,1
Topic_16,1
Topic_17,4
Topic_18,6
Topic_19,3
Topic_2,9
Topic_21,1
Topic_23,3
Topic_24,4
Topic_26,7
Topic_27,6
Topic_28,3
Topic_29,2
Topic_3,2
Topic_30,6
Topic_31,2
Topic_32,6
Topic_33,6
Topic_34,4
Topic_35,1
Topic_36,3
Topic_38,4
Topic_39,3
Topic_4,1
Topic_40,5
Topic_41,3
Topic_42,3
Topic_43,3
Topic_44,2
Topic_45,1
Topic_46,4
Topic_48,3
Topic_49,6
Topic_5,4
Topic_50,7
Topic_51,1
Topic_52,3
Topic_53,1
Topic_54,5
Topic_55,2
Topic_56,3
Topic_57,1
Topic_59,1
Topic_6,1
Topic_60,1
Topic_61,2
Topic_62,1
Topic_63,1
Topic_66,2
Topic_67,1
Topic_68,3
Topic_69,2
Topic_70,3
Topic_71,2
Topic_72,2
Topic_73,2
Topic_74,6
Topic_75,2
Topic_76,1
Topic_77,5
Topic_78,3
Topic_79,6
Topic_8,4
Topic_82,1
Topic_83,2
Topic_84,2
Topic_86,2
Topic_87,2
Topic_88,1
Topic_89,4
Topic_9,7
Topic_91,3
Topic_92,5
Topic_93,4
