Topic,Documents
Topic_1,6
Topic_10,7
Topic_11,6
Topic_12,5
Topic_13,4
Topic_14,1
Topic_15,2
Topic_16,4
Topic_17,5
Topic_18,3
Topic_2,2
Topic_20,1
Topic_21,2
Topic_22,2
Topic_23,2
Topic_24,3
Topic_25,2
Topic_26,6
Topic_27,4
Topic_29,7
Topic_3,5
Topic_31,8
Topic_32,1
Topic_33,4
Topic_35,3
Topic_36,8
Topic_37,2
Topic_38,9
Topic_4,2
Topic_40,6
Topic_41,3
Topic_42,2
Topic_43,2
Topic_44,2
Topic_45,3
Topic_46,3
Topic_47,1
Topic_49,8
Topic_5,3
Topic_50,2
Topic_51,5
Topic_52,3
Topic_54,2
Topic_55,3
Topic_56,2
Topic_57,9
Topic_58,2
Topic_59,6
Topic_6,5
Topic_60,4
Topic_61,3
Topic_62,3
Topic_63,2
Topic_64,3
Topic_65,2
Topic_66,4
Topic_67,4
Topic_68,1
Topic_69,3
Topic_7,3
Topic_70,5
Topic_71,3
Topic_72,5
Topic_73,3
Topic_9,4
