DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29,Topic_30,Topic_31,Topic_32,Topic_33,Topic_34,Topic_35,Topic_36,Topic_37,Topic_38,Topic_39,Topic_40,Topic_41,Topic_42,Topic_43,Topic_44,Topic_45,Topic_46,Topic_47
8042410,108,0,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.98581415,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718,0.0003083718
8673465,108,0,0.00024179176,0.64419854,0.00024179176,0.00024179176,0.00024179176,0.34491995,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176,0.00024179176
9175625,108,0,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.29503763,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.69268644,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183,0.00027279183
9245791,108,0,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.97723657,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196,0.0004948196
9346876,108,0,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.17099693,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.8174668,0.0002563597,0.0002563597,0.0002563597,0.0002563597,0.0002563597
9352931,108,0,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.17762622,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.81055236,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269,0.00026269
10051610,108,0,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.2529834,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.724219,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044,0.0005066044
10087618,108,0,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.44548523,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.5214983,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204,0.00073370204
10320929,108,0,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.2672829,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.7123436,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216,0.00045272216
10700148,108,0,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.37598982,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.5974132,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392,0.0005910392
