Topic,Documents
Topic_1,2
Topic_10,10
Topic_11,2
Topic_12,1
Topic_13,7
Topic_14,7
Topic_15,5
Topic_16,1
Topic_17,15
Topic_18,4
Topic_19,5
Topic_2,9
Topic_20,8
Topic_21,3
Topic_22,15
Topic_24,2
Topic_25,5
Topic_26,9
Topic_27,4
Topic_28,5
Topic_29,13
Topic_3,5
Topic_30,11
Topic_31,4
Topic_32,1
Topic_33,4
Topic_34,2
Topic_35,3
Topic_36,2
Topic_37,4
Topic_39,6
Topic_4,2
Topic_40,5
Topic_41,3
Topic_42,4
Topic_43,3
Topic_44,3
Topic_45,10
Topic_46,1
Topic_47,6
Topic_5,3
Topic_6,4
Topic_7,12
Topic_8,2
Topic_9,8
