Topic,Documents
Topic_1,1
Topic_10,1
Topic_11,11
Topic_12,1
Topic_14,1
Topic_15,3
Topic_16,1
Topic_17,6
Topic_18,1
Topic_19,2
Topic_2,3
Topic_20,3
Topic_21,1
Topic_23,1
Topic_24,1
Topic_25,4
Topic_26,3
Topic_27,6
Topic_28,2
Topic_29,3
Topic_3,3
Topic_30,3
Topic_31,4
Topic_32,5
Topic_33,3
Topic_34,5
Topic_35,6
Topic_36,10
Topic_37,2
Topic_38,2
Topic_39,3
Topic_4,2
Topic_40,2
Topic_41,5
Topic_42,2
Topic_43,3
Topic_44,1
Topic_45,3
Topic_47,3
Topic_48,2
Topic_49,1
Topic_5,1
Topic_50,3
Topic_51,1
Topic_52,3
Topic_53,1
Topic_54,1
Topic_55,6
Topic_56,6
Topic_57,1
Topic_58,2
Topic_59,2
Topic_6,3
Topic_60,1
Topic_61,1
Topic_62,2
Topic_63,6
Topic_64,6
Topic_65,1
Topic_67,3
Topic_68,5
Topic_69,4
Topic_7,11
Topic_70,2
Topic_71,4
Topic_72,1
Topic_73,1
Topic_74,4
Topic_75,6
Topic_76,2
Topic_77,6
Topic_78,1
Topic_79,1
Topic_8,1
Topic_80,3
Topic_83,2
Topic_85,1
Topic_86,4
Topic_87,1
Topic_88,1
Topic_9,4
