Topic,Documents
Topic_1,3
Topic_10,7
Topic_11,4
Topic_12,14
Topic_13,11
Topic_14,2
Topic_15,1
Topic_16,1
Topic_17,8
Topic_18,11
Topic_19,3
Topic_2,3
Topic_20,6
Topic_22,9
Topic_23,7
Topic_24,3
Topic_25,3
Topic_26,2
Topic_27,3
Topic_28,3
Topic_29,13
Topic_3,1
Topic_30,4
Topic_31,1
Topic_32,6
Topic_33,1
Topic_34,14
Topic_35,5
Topic_36,2
Topic_37,4
Topic_38,6
Topic_39,6
Topic_4,6
Topic_40,5
Topic_41,5
Topic_42,1
Topic_43,1
Topic_44,2
Topic_45,3
Topic_46,1
Topic_47,3
Topic_49,1
Topic_5,9
Topic_50,3
Topic_51,4
Topic_52,8
Topic_53,4
Topic_54,4
Topic_55,4
Topic_56,1
Topic_6,2
Topic_7,3
Topic_8,1
Topic_9,2
