Topic,Documents
Topic_1,7
Topic_10,15
Topic_11,5
Topic_12,4
Topic_13,16
Topic_14,5
Topic_15,1
Topic_16,9
Topic_17,6
Topic_18,10
Topic_19,3
Topic_2,6
Topic_20,5
Topic_21,2
Topic_22,5
Topic_23,7
Topic_24,2
Topic_25,4
Topic_26,4
Topic_27,4
Topic_28,4
Topic_29,7
Topic_3,3
Topic_30,6
Topic_31,2
Topic_32,2
Topic_33,4
Topic_34,12
Topic_35,5
Topic_36,1
Topic_37,3
Topic_38,15
Topic_39,3
Topic_4,6
Topic_40,3
Topic_41,6
Topic_42,1
Topic_43,1
Topic_44,9
Topic_45,2
Topic_47,4
Topic_5,7
Topic_6,3
Topic_7,8
Topic_8,2
Topic_9,1
