Topic,Documents
Topic_1,2
Topic_10,6
Topic_11,2
Topic_13,3
Topic_14,4
Topic_15,3
Topic_17,4
Topic_18,5
Topic_19,3
Topic_2,1
Topic_20,3
Topic_22,6
Topic_23,3
Topic_24,1
Topic_25,3
Topic_26,3
Topic_27,2
Topic_28,1
Topic_29,9
Topic_3,2
Topic_30,4
Topic_31,3
Topic_33,1
Topic_34,5
Topic_35,3
Topic_37,2
Topic_38,8
Topic_39,2
Topic_4,7
Topic_40,5
Topic_41,4
Topic_42,2
Topic_43,2
Topic_46,1
Topic_49,1
Topic_5,2
Topic_50,3
Topic_51,2
Topic_52,6
Topic_53,1
Topic_54,2
Topic_55,2
Topic_56,2
Topic_57,1
Topic_58,2
Topic_59,3
Topic_6,2
Topic_60,1
Topic_61,4
Topic_62,5
Topic_63,5
Topic_64,4
Topic_65,3
Topic_66,1
Topic_67,3
Topic_69,1
Topic_7,1
Topic_70,1
Topic_71,2
Topic_72,2
Topic_73,4
Topic_74,1
Topic_76,3
Topic_77,1
Topic_79,6
Topic_8,5
Topic_80,3
Topic_81,2
Topic_82,4
Topic_83,1
Topic_84,2
Topic_85,4
Topic_86,2
Topic_87,4
Topic_88,2
Topic_89,2
Topic_90,4
Topic_91,2
Topic_92,2
Topic_93,6
Topic_94,3
