Topic,Documents
Topic_1,1
Topic_10,3
Topic_11,4
Topic_12,1
Topic_13,3
Topic_14,6
Topic_15,4
Topic_16,3
Topic_17,6
Topic_18,5
Topic_19,1
Topic_2,4
Topic_20,6
Topic_21,1
Topic_22,6
Topic_23,1
Topic_24,2
Topic_25,4
Topic_26,1
Topic_27,2
Topic_28,2
Topic_29,3
Topic_3,3
Topic_30,4
Topic_32,2
Topic_33,3
Topic_34,1
Topic_35,2
Topic_36,5
Topic_37,5
Topic_38,3
Topic_39,3
Topic_4,4
Topic_41,2
Topic_42,4
Topic_43,1
Topic_44,3
Topic_45,13
Topic_46,1
Topic_47,6
Topic_48,7
Topic_5,4
Topic_50,1
Topic_51,1
Topic_52,3
Topic_53,1
Topic_55,2
Topic_56,3
Topic_57,1
Topic_59,3
Topic_6,3
Topic_60,5
Topic_61,5
Topic_62,1
Topic_63,1
Topic_65,4
Topic_66,1
Topic_67,5
Topic_68,6
Topic_7,13
Topic_70,3
Topic_72,2
Topic_74,1
Topic_75,3
Topic_76,1
Topic_77,4
Topic_78,3
Topic_79,5
Topic_8,2
Topic_80,3
Topic_81,1
Topic_82,2
Topic_83,5
Topic_9,1
