Topic,Documents
Topic_1,3
Topic_10,5
Topic_11,3
Topic_12,4
Topic_13,2
Topic_14,14
Topic_15,4
Topic_16,6
Topic_17,10
Topic_18,5
Topic_19,2
Topic_2,11
Topic_20,3
Topic_21,2
Topic_22,13
Topic_23,2
Topic_24,1
Topic_25,2
Topic_26,4
Topic_27,4
Topic_28,3
Topic_29,6
Topic_3,5
Topic_30,5
Topic_31,2
Topic_32,2
Topic_33,4
Topic_34,4
Topic_35,2
Topic_36,6
Topic_37,8
Topic_38,6
Topic_39,5
Topic_4,3
Topic_40,3
Topic_41,6
Topic_42,5
Topic_43,2
Topic_44,5
Topic_45,9
Topic_46,1
Topic_47,4
Topic_48,3
Topic_49,1
Topic_5,3
Topic_50,3
Topic_51,1
Topic_52,3
Topic_53,3
Topic_54,3
Topic_55,1
Topic_56,6
Topic_57,1
Topic_7,8
Topic_8,2
Topic_9,6
