Topic,Documents
Topic_1,4
Topic_10,3
Topic_11,3
Topic_12,4
Topic_13,3
Topic_14,9
Topic_16,2
Topic_17,1
Topic_18,3
Topic_19,4
Topic_2,9
Topic_20,1
Topic_22,1
Topic_23,6
Topic_24,2
Topic_26,9
Topic_27,5
Topic_28,1
Topic_29,2
Topic_3,2
Topic_30,5
Topic_31,2
Topic_32,4
Topic_33,1
Topic_34,1
Topic_35,1
Topic_36,4
Topic_37,2
Topic_38,5
Topic_39,1
Topic_4,1
Topic_40,2
Topic_41,1
Topic_42,1
Topic_43,3
Topic_45,2
Topic_46,3
Topic_48,6
Topic_49,10
Topic_5,3
Topic_50,6
Topic_52,2
Topic_53,2
Topic_54,5
Topic_56,7
Topic_57,1
Topic_58,2
Topic_59,3
Topic_6,3
Topic_60,1
Topic_61,1
Topic_64,1
Topic_66,3
Topic_67,3
Topic_68,2
Topic_69,4
Topic_70,2
Topic_71,1
Topic_73,1
Topic_74,8
Topic_75,3
Topic_77,2
Topic_78,3
Topic_79,3
Topic_8,9
Topic_81,3
Topic_82,3
Topic_84,2
Topic_86,2
Topic_87,3
Topic_88,3
Topic_9,12
Topic_90,1
Topic_91,1
