Topic,Documents
Topic_1,2
Topic_10,2
Topic_11,22
Topic_12,4
Topic_13,2
Topic_14,1
Topic_15,2
Topic_16,2
Topic_17,3
Topic_18,2
Topic_19,5
Topic_2,5
Topic_20,3
Topic_21,4
Topic_22,3
Topic_23,4
Topic_24,5
Topic_25,7
Topic_26,4
Topic_27,2
Topic_28,6
Topic_29,2
Topic_3,3
Topic_30,4
Topic_31,6
Topic_32,4
Topic_33,3
Topic_34,2
Topic_35,6
Topic_36,15
Topic_37,3
Topic_38,5
Topic_39,4
Topic_4,6
Topic_40,4
Topic_41,11
Topic_42,10
Topic_43,1
Topic_44,5
Topic_45,2
Topic_46,2
Topic_47,1
Topic_48,3
Topic_49,6
Topic_5,4
Topic_50,8
Topic_51,2
Topic_6,3
Topic_7,14
Topic_8,4
Topic_9,7
