Topic,Documents
Topic_1,1
Topic_10,4
Topic_11,4
Topic_12,3
Topic_13,4
Topic_14,9
Topic_15,2
Topic_16,3
Topic_17,7
Topic_18,2
Topic_19,8
Topic_2,5
Topic_20,3
Topic_21,3
Topic_22,12
Topic_23,2
Topic_24,6
Topic_25,2
Topic_26,5
Topic_27,2
Topic_28,4
Topic_29,3
Topic_3,2
Topic_30,3
Topic_31,2
Topic_32,2
Topic_33,2
Topic_34,3
Topic_35,3
Topic_36,4
Topic_37,4
Topic_38,2
Topic_39,4
Topic_4,2
Topic_40,6
Topic_41,3
Topic_42,5
Topic_44,4
Topic_45,6
Topic_46,2
Topic_47,9
Topic_48,5
Topic_49,1
Topic_5,1
Topic_50,5
Topic_51,5
Topic_52,3
Topic_53,3
Topic_54,2
Topic_55,2
Topic_56,5
Topic_57,3
Topic_59,5
Topic_6,2
Topic_60,4
Topic_61,1
Topic_62,1
Topic_63,1
Topic_64,3
Topic_65,2
Topic_66,5
Topic_67,5
Topic_68,1
Topic_7,7
Topic_8,1
Topic_9,5
