DocumentID,Label,LabelID,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25
8042410,108,0,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.986478,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128,0.0005634128
8132718,108,0,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.9893329,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574,0.00044445574
8673465,108,0,0.0004494523,0.0004494523,0.9892129,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523,0.0004494523
8707050,108,0,0.00070182286,0.00070182286,0.52033436,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.46352342,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286,0.00070182286
9346876,108,0,0.072331116,0.00048784772,0.29039553,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.36234343,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.26468492,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772,0.00048784772
9352931,108,0,0.00049384806,0.00049384806,0.9881474,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806,0.00049384806
9591694,108,0,0.0004545552,0.0004545552,0.0004545552,0.98909044,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552,0.0004545552
10051610,108,0,0.0009303139,0.0009303139,0.35573098,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.6228717,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139,0.0009303139
10087618,108,0,0.0012122613,0.0012122613,0.73817927,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.075127296,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.16002317,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613,0.0012122613
10100328,108,0,0.0005797524,0.0005797524,0.27536523,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.33314988,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.0005797524,0.37873,0.0005797524
