Topic,Documents
Topic_1,3
Topic_10,4
Topic_11,15
Topic_12,1
Topic_13,2
Topic_14,1
Topic_15,1
Topic_16,1
Topic_17,8
Topic_18,3
Topic_19,7
Topic_2,3
Topic_20,1
Topic_21,2
Topic_22,2
Topic_23,2
Topic_24,1
Topic_25,9
Topic_26,5
Topic_27,11
Topic_28,4
Topic_29,7
Topic_3,5
Topic_30,3
Topic_31,8
Topic_32,4
Topic_33,1
Topic_34,3
Topic_35,7
Topic_36,8
Topic_37,3
Topic_38,2
Topic_39,4
Topic_4,10
Topic_40,6
Topic_41,9
Topic_42,3
Topic_44,1
Topic_45,2
Topic_46,2
Topic_47,2
Topic_48,2
Topic_49,2
Topic_5,2
Topic_50,4
Topic_51,4
Topic_52,4
Topic_53,2
Topic_54,4
Topic_55,6
Topic_56,4
Topic_57,2
Topic_6,7
Topic_7,13
Topic_8,2
Topic_9,6
