Topic,Documents
Topic_1,6
Topic_10,6
Topic_12,2
Topic_13,2
Topic_14,8
Topic_15,4
Topic_16,4
Topic_17,3
Topic_18,4
Topic_19,3
Topic_2,10
Topic_20,2
Topic_21,4
Topic_22,9
Topic_23,3
Topic_24,1
Topic_25,3
Topic_26,6
Topic_27,4
Topic_28,1
Topic_29,3
Topic_3,1
Topic_30,9
Topic_31,2
Topic_32,1
Topic_33,4
Topic_34,5
Topic_35,2
Topic_36,5
Topic_37,7
Topic_39,5
Topic_4,4
Topic_40,3
Topic_41,2
Topic_42,7
Topic_44,4
Topic_45,5
Topic_46,5
Topic_47,7
Topic_48,4
Topic_5,2
Topic_50,5
Topic_52,2
Topic_53,3
Topic_55,3
Topic_56,4
Topic_57,1
Topic_58,1
Topic_59,1
Topic_6,1
Topic_60,2
Topic_61,1
Topic_62,1
Topic_63,3
Topic_64,2
Topic_65,3
Topic_66,3
Topic_67,4
Topic_68,3
Topic_7,9
Topic_70,3
Topic_71,1
Topic_72,2
Topic_73,2
Topic_74,2
Topic_75,1
Topic_8,1
Topic_9,4
