Topic,Documents
Topic_1,3
Topic_10,6
Topic_11,3
Topic_12,2
Topic_13,6
Topic_14,4
Topic_16,1
Topic_17,6
Topic_18,4
Topic_19,2
Topic_2,2
Topic_20,1
Topic_22,9
Topic_23,3
Topic_24,1
Topic_25,1
Topic_26,2
Topic_27,4
Topic_28,2
Topic_29,5
Topic_3,2
Topic_30,3
Topic_32,2
Topic_33,5
Topic_34,3
Topic_35,3
Topic_36,3
Topic_37,2
Topic_38,2
Topic_39,1
Topic_4,2
Topic_40,1
Topic_41,4
Topic_42,2
Topic_43,1
Topic_44,4
Topic_46,1
Topic_47,3
Topic_49,2
Topic_5,4
Topic_50,3
Topic_51,3
Topic_52,6
Topic_54,3
Topic_55,3
Topic_56,1
Topic_57,1
Topic_6,1
Topic_60,1
Topic_61,3
Topic_62,2
Topic_63,4
Topic_64,1
Topic_66,3
Topic_67,2
Topic_68,5
Topic_69,2
Topic_7,3
Topic_70,1
Topic_71,2
Topic_72,1
Topic_73,3
Topic_74,1
Topic_75,2
Topic_76,7
Topic_78,2
Topic_79,4
Topic_8,1
Topic_80,1
Topic_81,2
Topic_82,2
Topic_83,1
Topic_84,3
Topic_85,7
Topic_86,2
Topic_87,4
Topic_89,1
Topic_9,1
Topic_90,2
Topic_92,1
Topic_93,6
Topic_94,5
Topic_95,3
Topic_96,6
Topic_97,2
Topic_98,3
