Topic,Documents
Topic_1,7
Topic_10,7
Topic_11,7
Topic_12,4
Topic_13,10
Topic_14,2
Topic_15,1
Topic_16,3
Topic_17,7
Topic_18,11
Topic_19,1
Topic_2,4
Topic_20,3
Topic_21,1
Topic_22,9
Topic_23,8
Topic_24,1
Topic_25,5
Topic_26,2
Topic_27,5
Topic_28,6
Topic_29,5
Topic_3,3
Topic_30,3
Topic_31,3
Topic_32,5
Topic_33,3
Topic_34,9
Topic_35,7
Topic_36,2
Topic_37,4
Topic_38,2
Topic_39,8
Topic_4,7
Topic_40,11
Topic_41,4
Topic_42,4
Topic_43,3
Topic_44,4
Topic_45,3
Topic_46,3
Topic_47,6
Topic_48,2
Topic_49,2
Topic_5,6
Topic_6,11
Topic_7,7
Topic_8,5
Topic_9,4
