Topic,Documents
Topic_1,4
Topic_10,11
Topic_11,2
Topic_12,2
Topic_13,7
Topic_14,7
Topic_15,3
Topic_16,3
Topic_17,4
Topic_18,6
Topic_19,4
Topic_2,13
Topic_20,4
Topic_21,1
Topic_22,3
Topic_23,5
Topic_24,6
Topic_26,5
Topic_27,8
Topic_28,1
Topic_29,2
Topic_30,7
Topic_31,1
Topic_32,8
Topic_33,6
Topic_34,2
Topic_36,5
Topic_37,3
Topic_38,6
Topic_39,5
Topic_4,3
Topic_40,3
Topic_41,2
Topic_42,6
Topic_44,3
Topic_45,5
Topic_46,3
Topic_47,6
Topic_48,4
Topic_49,5
Topic_5,2
Topic_50,9
Topic_51,3
Topic_52,4
Topic_6,6
Topic_8,13
Topic_9,19
