Topic,Documents
Topic_1,1
Topic_10,4
Topic_100,1
Topic_11,1
Topic_12,5
Topic_13,1
Topic_14,6
Topic_15,1
Topic_16,2
Topic_17,1
Topic_18,3
Topic_19,2
Topic_2,7
Topic_20,2
Topic_21,2
Topic_22,1
Topic_23,3
Topic_24,3
Topic_26,3
Topic_27,8
Topic_29,1
Topic_30,3
Topic_31,2
Topic_32,7
Topic_33,8
Topic_34,1
Topic_35,1
Topic_36,7
Topic_38,3
Topic_39,3
Topic_4,1
Topic_40,1
Topic_41,4
Topic_43,4
Topic_44,3
Topic_45,5
Topic_46,4
Topic_47,2
Topic_48,3
Topic_49,7
Topic_5,1
Topic_50,6
Topic_51,1
Topic_52,3
Topic_53,3
Topic_54,2
Topic_55,1
Topic_56,6
Topic_59,1
Topic_6,1
Topic_60,1
Topic_61,2
Topic_63,3
Topic_64,1
Topic_66,3
Topic_68,1
Topic_69,2
Topic_7,1
Topic_70,2
Topic_71,3
Topic_72,1
Topic_74,5
Topic_75,1
Topic_76,1
Topic_78,1
Topic_8,9
Topic_81,6
Topic_82,2
Topic_84,2
Topic_85,2
Topic_87,4
Topic_89,2
Topic_9,5
Topic_90,1
Topic_91,5
Topic_92,7
Topic_93,2
Topic_94,3
Topic_95,1
Topic_96,3
Topic_97,2
Topic_98,2
Topic_99,2
