Topic,Documents
Topic_1,6
Topic_10,4
Topic_11,3
Topic_12,8
Topic_13,4
Topic_15,4
Topic_16,1
Topic_17,1
Topic_18,3
Topic_19,5
Topic_2,5
Topic_20,3
Topic_21,1
Topic_22,2
Topic_23,3
Topic_24,6
Topic_25,1
Topic_26,8
Topic_27,3
Topic_29,6
Topic_3,11
Topic_30,6
Topic_31,2
Topic_32,2
Topic_33,2
Topic_34,1
Topic_35,7
Topic_36,5
Topic_37,1
Topic_38,9
Topic_40,6
Topic_42,2
Topic_43,1
Topic_44,5
Topic_45,13
Topic_46,5
Topic_47,2
Topic_48,2
Topic_49,6
Topic_5,4
Topic_50,2
Topic_51,3
Topic_52,3
Topic_53,4
Topic_54,3
Topic_55,3
Topic_56,3
Topic_57,17
Topic_58,9
Topic_59,10
Topic_6,2
Topic_7,6
Topic_8,1
Topic_9,5
